id,weight,payoutMultiplier
212,1,16.57
213,1,35.75
214,1,26.13
215,1,8.32
216,1,33.2
217,1,5.48
218,1,16.35
219,1,30.95
220,1,28.5
221,1,27.49
222,1,16.12
223,1,16.48
224,1,8.8
225,1,21.44
226,1,33.3
227,1,32.22
228,1,8.8
229,1,19.94
230,1,23.86
231,1,29.6
232,1,24.92
233,1,9.44
234,1,21.9
235,1,35.69
236,1,20.99
237,1,13.21
238,1,51.85
239,1,32.61
240,1,9.21
241,1,37.12
242,1,8.92
243,1,29.12
244,1,12
245,1,18.17
246,1,16.4
247,1,13.08
248,1,33.87
249,1,30.46
250,1,36.1
251,1,32.7
252,1,12.1
253,1,8.5
254,1,4
255,1,16.55
256,1,52.75
257,1,21.4
258,1,23.18
259,1,38.62
260,1,13.61
261,1,18.48
262,1,17.8
263,1,46.76
264,1,13.36
265,1,14.2
266,1,28.56
267,1,36.52
268,1,50.38
269,1,8.75
270,1,18.78
271,1,24.98
272,1,12.77
273,1,29.58
274,1,20.9
275,1,14.07
276,1,41.06
277,1,10.4
278,1,11.87
279,1,10.56
280,1,14.76
281,1,16.03
282,1,25.87
283,1,24.39
284,1,24.29
285,1,17.21
286,1,8.6
287,1,38.89
288,1,16.07
289,1,9.6
290,1,18.9
291,1,50.09
292,1,16.62
293,1,40.22
294,1,13.77
295,1,9.18
296,1,29.55
297,1,16
298,1,40.58
299,1,11.25
300,1,14.79
301,1,24.5
302,1,20.34
303,1,30.42
304,1,11.08
305,1,33.64
306,1,13.3
307,1,4.13
308,1,10.19
309,1,13.34
310,1,21.93
311,1,44.13
312,1,33.67
313,1,42.47
314,1,30.56
315,1,14.11
316,1,12.78
317,1,29.85
318,1,22.43
319,1,38.81
320,1,19.1
321,1,4.25
322,1,25.02
323,1,12.91
324,1,17.68
325,1,29.78
326,1,39.22
327,1,12.87
328,1,34.98
329,1,33.51
330,1,44.29
331,1,13.7
332,1,27.26
333,1,50.17
334,1,8
335,1,33.09
336,1,41.67
337,1,26.04
338,1,18.34
339,1,23.96
340,1,12.69
341,1,28.58
342,1,19.62
343,1,9.89
344,1,10.66
345,1,33.6
346,1,24.4
347,1,24.3
348,1,17.23
349,1,29.12
350,1,18.24
351,1,22.24
352,1,22.59
353,1,17.33
354,1,24.99
355,1,22.18
356,1,28.22
357,1,43.15
358,1,16.28
359,1,40.02
360,1,50.52
361,1,13.92
362,1,23.4
363,1,8.45
364,1,12.57
365,1,16.26
366,1,35.41
367,1,28.71
368,1,12.18
369,1,9.26
370,1,15.49
371,1,16.68
372,1,10.48
373,1,16.93
374,1,32.27
375,1,8
376,1,27.2
377,1,15.49
378,1,24.28
379,1,21
380,1,12.14
381,1,7.74
382,1,22.9
383,1,17.87
384,1,34.49
385,1,20.12
386,1,40
387,1,20.87
388,1,29.74
389,1,8.13
390,1,17.75
391,1,42.62
392,1,58.02
393,1,24
394,1,20.64
395,1,20.36
396,1,4.51
397,1,33.21
398,1,12.64
399,1,38.25
400,1,33.86
401,1,9.9
402,1,8.62
403,1,42.53
404,1,22.76
405,1,12.64
406,1,24.96
407,1,17.7
408,1,30.33
409,1,15.04
410,1,19.38
411,1,13.88
412,1,21.86
413,1,12.66
414,1,13.97
415,1,17.1
416,1,28.05
417,1,17.72
418,1,45.32
419,1,17.03
420,1,13.54
421,1,34.35
422,1,31.44
423,1,14
424,1,24.9
425,1,8.93
426,1,14.29
427,1,7.68
428,1,24.73
429,1,16.13
430,1,17
431,1,8
432,1,49.82
433,1,9.11
434,1,9.05
435,1,24.88
436,1,28.1
437,1,29.32
438,1,25.96
439,1,12
440,1,38.23
441,1,57.79
442,1,18.89
443,1,16.14
444,1,30.22
445,1,20.52
446,1,33.18
447,1,23.22
448,1,12.42
449,1,25.35
450,1,20.44
451,1,31.18
452,1,5.55
453,1,4.32
454,1,25.82
455,1,18.3
456,1,16.68
457,1,39.39
458,1,25.23
459,1,17.2
460,1,10.02
461,1,28.87
462,1,13.49
463,1,23.09
464,1,36.3
465,1,29.11
466,1,15
467,1,16.77
468,1,5.28
469,1,28.9
470,1,20.91
471,1,29.2
472,1,24.89
473,1,8
474,1,14.39
475,1,5.44
476,1,34.33
477,1,17.18
478,1,10.47
479,1,37.3
480,1,22.14
481,1,21.58
482,1,26.43
483,1,14.82
484,1,17.6
485,1,21.66
486,1,24.78
487,1,21.98
488,1,20.41
489,1,5.49
490,1,19.54
491,1,22.8
492,1,32.85
493,1,31.72
494,1,26.17
495,1,24.1
496,1,12.72
497,1,24.84
498,1,8.7
499,1,8.09
500,1,37.68
501,1,28
502,1,5.69
503,1,16
504,1,12.6
505,1,1.32
506,1,26.32
507,1,13.82
508,1,20.22
509,1,32.61
510,1,23.15
511,1,36.55
512,1,42.1
513,1,32.26
514,1,29.31
515,1,26.4
516,1,8.5
517,1,17.96
518,1,28.29
519,1,22.23
520,1,26.13
521,1,30.29
522,1,41.46
523,1,17.72
524,1,59.17
525,1,32.19
526,1,20
527,1,12.74
528,1,45.6
529,1,17.38
530,1,60.69
531,1,30.18
532,1,5.48
533,1,15.02
534,1,24.29
535,1,8.14
536,1,21.16
537,1,10.18
538,1,12.29
539,1,20.6
540,1,16.23
541,1,16.8
542,1,37.37
543,1,12.16
544,1,17.29
545,1,30.34
546,1,40.52
547,1,35.06
548,1,4.77
549,1,24.75
550,1,36.07
551,1,16.24
552,1,18.11
553,1,27.16
554,1,14.98
555,1,13.21
556,1,58.74
557,1,8.64
558,1,23.82
559,1,16.26
560,1,17.92
561,1,4.4
562,1,16.4
563,1,24.8
564,1,24
565,1,35.39
566,1,28.29
567,1,28.15
568,1,28.11
569,1,8.31
570,1,13.74
571,1,27.17
572,1,24.36
573,1,25.72
574,1,22.24
575,1,20.86
576,1,21.6
577,1,9.63
578,1,28.99
579,1,46.29
580,1,28.41
581,1,21.6
582,1,12.32
583,1,16.89
584,1,22.46
585,1,35.32
586,1,32.58
587,1,49.27
588,1,8
589,1,23.8
590,1,7.74
591,1,32.18
592,1,16.43
593,1,31.2
594,1,18.55
595,1,42.83
596,1,19.26
597,1,20.27
598,1,14.73
599,1,20.32
600,1,20.15
601,1,21.06
602,1,33.86
603,1,33.28
604,1,4.3
605,1,17.37
606,1,38.05
607,1,16.93
608,1,4.54
609,1,48.58
610,1,12.74
611,1,20
612,1,19.04
613,1,5.56
614,1,13.47
615,1,18.39
616,1,19.51
617,1,43.3
618,1,9.33
619,1,20
620,1,24
621,1,22.98
622,1,9.12
623,1,22.14
624,1,18.16
625,1,38.31
626,1,12.32
627,1,28.6
628,1,15.47
629,1,17.29
630,1,21.48
631,1,33.2
632,1,25.92
633,1,10.69
634,1,51.86
635,1,32.27
636,1,26.76
637,1,33.95
638,1,18.84
639,1,51.56
640,1,17.42
641,1,40.47
642,1,12.48
643,1,9.44
644,1,13.01
645,1,20.32
646,1,16.81
647,1,36.32
648,1,17.11
649,1,16.95
650,1,32.58
651,1,50.57
652,1,18.89
653,1,24.59
654,1,8
655,1,17.6
656,1,20.16
657,1,12.06
658,1,12.17
659,1,16.49
660,1,16.76
661,1,17.87
662,1,21.08
663,1,16.36
664,1,29.5
665,1,43.7
666,1,12.41
667,1,34.29
668,1,44.28
669,1,32.98
670,1,28.32
671,1,20.77
672,1,8.56
673,1,30.48
674,1,33.1
675,1,47.3
676,1,12
677,1,16.6
678,1,21.38
679,1,15.77
680,1,17.02
681,1,12.28
682,1,8.9
683,1,28.58
684,1,16.29
685,1,23.33
686,1,48.95
687,1,12.26
688,1,19.2
689,1,25.31
690,1,11.08
691,1,32.87
692,1,24.54
693,1,27.2
694,1,29.46
695,1,18.4
696,1,33.12
697,1,32.32
698,1,24.04
699,1,34.53
700,1,33.14
701,1,19.83
702,1,15.44
703,1,24.43
704,1,12.46
705,1,47.82
706,1,43.45
707,1,10.66
708,1,30.3
709,1,12.3
710,1,29.57
711,1,34.9
712,1,31.78
713,1,16.16
714,1,36.46
715,1,18.58
716,1,25.7
717,1,21.05
718,1,30.51
719,1,20
720,1,12.8
721,1,9.45
722,1,4.16
723,1,49.02
724,1,16.67
725,1,12.07
726,1,22.26
727,1,17.36
728,1,12
729,1,17.76
730,1,10.89
731,1,41.06
732,1,11.54
733,1,12.21
734,1,16.71
735,1,26.15
736,1,33.2
737,1,42.42
738,1,24.48
739,1,26.43
740,1,35.94
741,1,18.15
742,1,38.45
743,1,38.69
744,1,14.08
745,1,18.72
746,1,24.43
747,1,27.92
748,1,27.2
749,1,34.64
750,1,10.84
751,1,30.29
752,1,28.34
753,1,10.4
754,1,32.66
755,1,39.32
756,1,20.72
757,1,20.9
758,1,21.27
759,1,18.28
760,1,10.08
761,1,8.97
762,1,22.82
763,1,38.35
764,1,29.15
765,1,13.54
766,1,15.55
767,1,74.02
768,1,20.08
769,1,1.9
770,1,22.76
771,1,41.48
772,1,45.93
773,1,23.28
774,1,17.94
775,1,25.34
776,1,10.38
777,1,28.92
778,1,12.48
779,1,21.51
780,1,20.28
781,1,43.21
782,1,34.16
783,1,2.77
784,1,33.55
785,1,12.53
786,1,16
787,1,32.87
788,1,5.5
789,1,38.29
790,1,28.56
791,1,37.2
792,1,20.44
793,1,20.6
794,1,5.08
795,1,17.05
796,1,55.76
797,1,49.2
798,1,24.6
799,1,15.96
800,1,4.64
801,1,33.2
802,1,68.88
803,1,46.27
804,1,17.21
805,1,16.8
806,1,67.22
807,1,33.49
808,1,16.35
809,1,26.64
810,1,0.63
811,1,28.3
812,1,30.72
813,1,16.16
814,1,25.94
815,1,38.82
816,1,8.8
817,1,14.68
818,1,16
819,1,24.82
820,1,14.39
821,1,21.45
822,1,24.18
823,1,16.25
824,1,15.31
825,1,25.96
826,1,24.68
827,1,11.52
828,1,42.65
829,1,48.42
830,1,21.1
831,1,17.12
832,1,40.97
833,1,28.74
834,1,30.54
835,1,38.69
836,1,21.59
837,1,14.33
838,1,24.58
839,1,42.72
840,1,8.93
841,1,20.28
842,1,48
843,1,20
844,1,24
845,1,5.6
846,1,37.87
847,1,38.19
848,1,13
849,1,16.42
850,1,16.29
851,1,33.29
852,1,25.08
853,1,23.89
854,1,22.05
855,1,10.3
856,1,13.34
857,1,15.73
858,1,77.62
859,1,24.36
860,1,10.31
861,1,16.53
862,1,20.06
863,1,4
864,1,22.88
865,1,25.72
866,1,53.86
867,1,37.14
868,1,8
869,1,43.16
870,1,20.84
871,1,33.26
872,1,14.72
873,1,13.26
874,1,20.55
875,1,8.3
876,1,25.04
877,1,25.22
878,1,20.6
879,1,9.07
880,1,18.5
881,1,19.35
882,1,11.59
883,1,16.8
884,1,20.26
885,1,29.23
886,1,28
887,1,25.4
888,1,9.61
889,1,26.79
890,1,12
891,1,29.98
892,1,12
893,1,27.01
894,1,29.11
895,1,15.58
896,1,13.98
897,1,8.08
898,1,28.7
899,1,24.22
900,1,9.76
901,1,50.19
902,1,20.09
903,1,34.55
904,1,23.56
905,1,8.66
906,1,28.43
907,1,12.45
908,1,38.58
909,1,10.54
910,1,16.31
911,1,10.48
912,1,22.38
913,1,33.4
914,1,19.55
915,1,8.78
916,1,20.22
917,1,12.6
918,1,34.08
919,1,33.56
920,1,21.42
921,1,17.53
922,1,16.47
923,1,0.2
924,1,8
925,1,15.16
926,1,26.21
927,1,17.3
928,1,37.13
929,1,37.91
930,1,18.72
931,1,24.68
932,1,12.48
933,1,29.28
934,1,13.46
935,1,42.29
936,1,17.42
937,1,16.27
938,1,16.59
939,1,44.52
940,1,19.22
941,1,20
942,1,13.06
943,1,33.01
944,1,21.44
945,1,29.25
946,1,16
947,1,46.4
948,1,9.69
949,1,9.46
950,1,36.1
951,1,28.33
952,1,34.96
953,1,19.1
954,1,12.67
955,1,30.96
956,1,34.03
957,1,5.73
958,1,12.38
959,1,24.07
960,1,28.32
961,1,32.63
962,1,16.36
963,1,4.59
964,1,16.51
965,1,37.66
966,1,33.12
967,1,1.68
968,1,15.9
969,1,16.39
970,1,12
971,1,13.08
972,1,24.59
973,1,27.18
974,1,20.49
975,1,1.15
976,1,29.52
977,1,33.74
978,1,28.94
979,1,9.14
980,1,18.46
981,1,65.5
982,1,37.62
983,1,9.73
984,1,13
985,1,17.92
986,1,12
987,1,26
988,1,17.86
989,1,16.8
990,1,12.75
991,1,27
992,1,53
993,1,12.93
994,1,21.84
995,1,14.84
996,1,4.2
997,1,14.4
998,1,28.98
999,1,34.93
1000,1,32.9
1001,1,24.42
1002,1,12.4
1003,1,58.69
1004,1,30.58
1005,1,30.86
1006,1,8.7
1007,1,26.47
1008,1,34.08
1009,1,22.88
1010,1,8.47
1011,1,22.92
1012,1,36.7
1013,1,8.54
1014,1,8.52
1015,1,19.16
1016,1,8.43
1017,1,24.51
1018,1,11.16
1019,1,20.93
1020,1,17.83
1021,1,7.36
1022,1,20
1023,1,40.67
1024,1,4.86
1025,1,26.49
1026,1,4.76
1027,1,20.06
1028,1,8.41
1029,1,14.96
1030,1,23.52
1031,1,22.02
1032,1,20.83
1033,1,13.54
1034,1,17.72
1035,1,17.11
1036,1,26.51
1037,1,24.69
1038,1,28.8
1039,1,53.74
1040,1,21.14
1041,1,22.24
1042,1,23.65
1043,1,13.22
1044,1,21.59
1045,1,30
1046,1,9.05
1047,1,34.28
1048,1,8.23
1049,1,14.56
1050,1,14.93
1051,1,22.48
1052,1,32.3
1053,1,20.43
1054,1,37.12
1055,1,38.69
1056,1,21.06
1057,1,33.94
1058,1,10.37
1059,1,42.03
1060,1,19.11
1061,1,13.36
1062,1,12.6
1063,1,18.46
1064,1,25.1
1065,1,20.45
1066,1,17.2
1067,1,16.63
1068,1,20.8
1069,1,8.06
1070,1,25.1
1071,1,31.68
1072,1,28.44
1073,1,27.67
1074,1,16.3
1075,1,14.28
1076,1,20.11
1077,1,53.05
1078,1,31.09
1079,1,25.4
1080,1,13.8
1081,1,25.98
1082,1,24
1083,1,19.04
1084,1,16.24
1085,1,24.36
1086,1,15.88
1087,1,32.9
1088,1,4.42
1089,1,22.18
1090,1,30.93
1091,1,24.22
1092,1,37.44
1093,1,28
1094,1,33.03
1095,1,5.67
1096,1,11.48
1097,1,20.9
1098,1,33.27
1099,1,37.64
1100,1,26.97
1101,1,17.4
1102,1,29.2
1103,1,29.07
1104,1,27.68
1105,1,36.24
1106,1,17.55
1107,1,44.88
1108,1,38.08
1109,1,32.8
1110,1,20.48
1111,1,16.87
1112,1,28.3
1113,1,12.14
1114,1,18.41
1115,1,37.44
1116,1,21.94
1117,1,13.35
1118,1,46.04
1119,1,14.25
1120,1,15.24
1121,1,8.79
1122,1,45.22
1123,1,28.58
1124,1,19.48
1125,1,42.4
1126,1,28.11
1127,1,51.8
1128,1,9
1129,1,12
1130,1,29.87
1131,1,12.67
1132,1,24.09
1133,1,26.59
1134,1,11.16
1135,1,9.96
1136,1,18.22
1137,1,27.68
1138,1,18.37
1139,1,16.6
1140,1,5.42
1141,1,21.58
1142,1,36.17
1143,1,12.97
1144,1,35.46
1145,1,26.7
1146,1,15.41
1147,1,20.08
1148,1,26.34
1149,1,33.52
1150,1,8.13
1151,1,15.4
1152,1,34.19
1153,1,32.14
1154,1,25.4
1155,1,40.34
1156,1,28.87
1157,1,40.41
1158,1,8.4
1159,1,29.6
1160,1,4.64
1161,1,12
1162,1,12.57
1163,1,12.93
1164,1,25.39
1165,1,5.04
1166,1,20.88
1167,1,18.11
1168,1,38.75
1169,1,37.93
1170,1,24
1171,1,53.8
1172,1,20.3
1173,1,44.24
1174,1,16
1175,1,17.3
1176,1,65.68
1177,1,20.44
1178,1,28.48
1179,1,9.6
1180,1,34.9
1181,1,35.05
1182,1,27.5
1183,1,8.87
1184,1,34.48
1185,1,9.34
1186,1,47.42
1187,1,11.96
1188,1,33.63
1189,1,24.98
1190,1,12.5
1191,1,39.27
1192,1,22.5
1193,1,0.99
1194,1,50.5
1195,1,29.16
1196,1,5.07
1197,1,23.03
1198,1,6.11
1199,1,21.21
1200,1,9.86
1201,1,32.41
1202,1,16.76
1203,1,20.63
1204,1,25.68
1205,1,16.84
1206,1,25.62
1207,1,9.92
1208,1,24.48
1209,1,25.89
1210,1,21.73
1211,1,33.59
1212,1,28.27
1213,1,27.82
1214,1,27.37
1215,1,23.62
1216,1,17.28
1217,1,8.19
1218,1,24.6
1219,1,21.82
1220,1,32.99
1221,1,21.4
1222,1,18.3
1223,1,28.4
1224,1,16.4
1225,1,16.34
1226,1,27.81
1227,1,9.83
1228,1,40.72
1229,1,22.22
1230,1,31.74
1231,1,15.96
1232,1,17.86
1233,1,33.38
1234,1,30.02
1235,1,11.03
1236,1,24.82
1237,1,37.51
1238,1,37.4
1239,1,16.13
1240,1,22.92
1241,1,20.84
1242,1,28.36
1243,1,20
1244,1,27.53
1245,1,27.28
1246,1,25.11
1247,1,21.46
1248,1,18.1
1249,1,9.44
1250,1,33.13
1251,1,26.29
1252,1,38.65
1253,1,34.26
1254,1,16.8
1255,1,24.85
1256,1,26.25
1257,1,22.54
1258,1,24.78
1259,1,35.93
1260,1,30.35
1261,1,28.28
1262,1,27.01
1263,1,15.34
1264,1,33.92
1265,1,16.52
1266,1,29.23
1267,1,8.8
1268,1,28.06
1269,1,13.2
1270,1,16.06
1271,1,12.4
1272,1,24.26
1273,1,5.31
1274,1,18.93
1275,1,33.28
1276,1,28.7
1277,1,13.62
1278,1,23.7
1279,1,13.26
1280,1,12.19
1281,1,69.86
1282,1,0.48
1283,1,21.41
1284,1,42.31
1285,1,15.59
1286,1,52.98
1287,1,16.26
1288,1,16.42
1289,1,33.18
1290,1,8.8
1291,1,12.29
1292,1,13.93
1293,1,9.92
1294,1,25.09
1295,1,22.57
1296,1,20.22
1297,1,41.92
1298,1,13.52
1299,1,37.66
1300,1,31.05
1301,1,17.87
1302,1,16.58
1303,1,26.45
1304,1,16.48
1305,1,17.44
1306,1,29.07
1307,1,33.01
1308,1,23.04
1309,1,18.35
1310,1,17.58
1311,1,18.65
1312,1,20.82
1313,1,31.54
1314,1,34.33
1315,1,13.57
1316,1,13.86
1317,1,23.69
1318,1,39.25
1319,1,17.58
1320,1,15.2
1321,1,18.48
1322,1,45.19
1323,1,28.74
1324,1,31.88
1325,1,16.82
1326,1,20.71
1327,1,24.38
1328,1,34.56
1329,1,21.39
1330,1,26.12
1331,1,30.29
1332,1,20.83
1333,1,17.58
1334,1,8
1335,1,39.16
1336,1,34.68
1337,1,21.23
1338,1,15.08
1339,1,11.23
1340,1,11.56
1341,1,57.08
1342,1,20.29
1343,1,12.83
1344,1,34.51
1345,1,14.02
1346,1,28.29
1347,1,12.33
1348,1,14.32
1349,1,16.66
1350,1,38.56
1351,1,16.46
1352,1,34.55
1353,1,13.4
1354,1,22.77
1355,1,16.81
1356,1,32.22
1357,1,20.46
1358,1,15.8
1359,1,22.66
1360,1,11.65
1361,1,20.42
1362,1,17.91
1363,1,15.53
1364,1,12.5
1365,1,10.92
1366,1,27.16
1367,1,19.44
1368,1,41.18
1369,1,13.03
1370,1,19.04
1371,1,36.73
1372,1,20.45
1373,1,16.86
1374,1,18.01
1375,1,10.03
1376,1,25.61
1377,1,24.49
1378,1,9
1379,1,20.2
1380,1,29.44
1381,1,64.89
1382,1,18.23
1383,1,22.14
1384,1,25.49
1385,1,13.22
1386,1,52.75
1387,1,16.96
1388,1,10.29
1389,1,35.51
1390,1,10.38
1391,1,30.78
1392,1,32.99
1393,1,37.12
1394,1,16.81
1395,1,33.34
1396,1,24.22
1397,1,20.67
1398,1,16.16
1399,1,9.31
1400,1,29.02
1401,1,26.78
1402,1,12.16
1403,1,16.48
1404,1,22.76
1405,1,45.04
1406,1,25.29
1407,1,21.88
1408,1,20
1409,1,30.91
1410,1,28.43
1411,1,24.55
1412,1,26
1413,1,9.45
1414,1,39.46
1415,1,33.77
1416,1,27.57
1417,1,13.88
1418,1,40.03
1419,1,12.5
1420,1,28.93
1421,1,26.01
1422,1,96.89
1423,1,29.34
1424,1,8.98
1425,1,12.75
1426,1,24.88
1427,1,15.34
1428,1,20
1429,1,15.76
1430,1,4.26
1431,1,21.23
1432,1,24.09
1433,1,41.97
1434,1,28
1435,1,30.78
1436,1,20.82
1437,1,4.8
1438,1,16.73
1439,1,16.48
1440,1,9.67
1441,1,7.65
1442,1,13.01
1443,1,33.08
1444,1,20.52
1445,1,31.56
1446,1,24.78
1447,1,9.22
1448,1,9.54
1449,1,1.86
1450,1,25.04
1451,1,21.09
1452,1,63.39
1453,1,15.52
1454,1,54.71
1455,1,18.88
1456,1,18.14
1457,1,14.57
1458,1,5.75
1459,1,17.93
1460,1,55.68
1461,1,33.29
1462,1,58.18
1463,1,12.35
1464,1,17.38
1465,1,28.56
1466,1,31.28
1467,1,7.94
1468,1,41.7
1469,1,4.93
1470,1,26.64
1471,1,18.63
1472,1,25.6
1473,1,10.72
1474,1,29.59
1475,1,21.96
1476,1,16.96
1477,1,27.7
1478,1,16.28
1479,1,29.7
1480,1,22.58
1481,1,17.05
1482,1,16.32
1483,1,17.76
1484,1,24.79
1485,1,16.46
1486,1,17.64
1487,1,11.91
1488,1,21.94
1489,1,2.49
1490,1,20.21
1491,1,48.85
1492,1,24
1493,1,16.08
1494,1,12.94
1495,1,24.64
1496,1,21.58
1497,1,63.5
1498,1,33.35
1499,1,21.14
1500,1,10.51
1501,1,30.37
1502,1,20
1503,1,16.84
1504,1,27.12
1505,1,13.28
1506,1,33.3
1507,1,13.62
1508,1,28.35
1509,1,44.89
1510,1,10.26
1511,1,13
1512,1,36
1513,1,16.73
1514,1,37.33
1515,1,36.73
1516,1,31.52
1517,1,42.3
1518,1,21.94
1519,1,12.82
1520,1,9.05
1521,1,16
1522,1,21.46
1523,1,23.43
1524,1,12.28
1525,1,17.95
1526,1,28
1527,1,20
1528,1,52.57
1529,1,20
1530,1,34.71
1531,1,13.28
1532,1,40.66
1533,1,12.31
1534,1,27.48
1535,1,14.64
1536,1,16.34
1537,1,16.89
1538,1,9.34
1539,1,84.33
1540,1,38.46
1541,1,23.36
1542,1,9.14
1543,1,21.2
1544,1,8.22
1545,1,12.46
1546,1,15.12
1547,1,61.09
1548,1,37.29
1549,1,20.18
1550,1,43.09
1551,1,8.38
1552,1,21.02
1553,1,35.52
1554,1,29.62
1555,1,22.87
1556,1,39.51
1557,1,16.16
1558,1,29
1559,1,16.36
1560,1,18.56
1561,1,30.5
1562,1,13.01
1563,1,12.4
1564,1,38.43
1565,1,33.49
1566,1,24.28
1567,1,16
1568,1,11.43
1569,1,47.61
1570,1,19.39
1571,1,35.87
1572,1,28.59
1573,1,5.05
1574,1,17.2
1575,1,0.19
1576,1,8.57
1577,1,25.38
1578,1,8.6
1579,1,32.93
1580,1,9.06
1581,1,16.42
1582,1,27.91
1583,1,25.21
1584,1,12.44
1585,1,13.21
1586,1,10.8
1587,1,16.48
1588,1,6
1589,1,8.8
1590,1,22.37
1591,1,19.23
1592,1,9.48
1593,1,4.61
1594,1,30.86
1595,1,61.22
1596,1,42.62
1597,1,6.5
1598,1,20.65
1599,1,13.26
1600,1,26.14
1601,1,6.69
1602,1,72.95
1603,1,5.76
1604,1,15.99
1605,1,30.93
1606,1,41.2
1607,1,28.93
1608,1,9.36
1609,1,40.8
1610,1,20.97
1611,1,18.57
1612,1,12.48
1613,1,10.96
1614,1,13.78
1615,1,12.96
1616,1,18.88
1617,1,20.54
1618,1,25.78
1619,1,30.34
1620,1,16
1621,1,20.54
1622,1,25.66
1623,1,17.12
1624,1,36.22
1625,1,4
1626,1,4.31
1627,1,8.18
1628,1,25.79
1629,1,32.3
1630,1,28.16
1631,1,44.78
1632,1,16.48
1633,1,9.7
1634,1,13
1635,1,24.57
1636,1,35.38
1637,1,24.96
1638,1,12.24
1639,1,26.43
1640,1,24.08
1641,1,26.92
1642,1,14.93
1643,1,43.56
1644,1,28.26
1645,1,28.22
1646,1,0.36
1647,1,31.42
1648,1,9.31
1649,1,18.1
1650,1,58.37
1651,1,21.32
1652,1,28
1653,1,10
1654,1,11.81
1655,1,7.18
1656,1,13.39
1657,1,30.02
1658,1,90.57
1659,1,31.26
1660,1,33.2
1661,1,15.09
1662,1,19.67
1663,1,24.8
1664,1,4.95
1665,1,21.78
1666,1,20.79
1667,1,20.46
1668,1,12.14
1669,1,13
1670,1,22.3
1671,1,22.28
1672,1,29.96
1673,1,5
1674,1,15.5
1675,1,13.18
1676,1,9.63
1677,1,20.72
1678,1,22.12
1679,1,32
1680,1,24
1681,1,41.43
1682,1,46.05
1683,1,8.56
1684,1,22.18
