id,weight,payoutMultiplier
186,7,127.47
187,6,197.25
188,1,990.72
189,6,69.97
190,7,199.42
191,1,590.18
192,1,905.28
193,6,102.76
194,7,141.17
195,1,582.08
196,6,221.45
197,7,226.22
198,6,188.36
199,7,48.45
200,1,685.61
201,1,371.14
202,1,458.17
203,1,282.63
204,1,710.25
205,1,551.81
206,6,95.21
207,1,477.47
208,7,53.15
209,1,253.44
210,1,251.9
211,1,355.29
212,6,205.44
213,7,179.33
214,1,473.97
215,6,200.7
216,7,151.97
217,1,707.99
218,6,67.83
219,1,600.26
220,7,232.7
221,1,800.2
222,1,934.81
223,6,99.57
224,6,106.23
225,1,763.34
226,1,521.01
227,7,80.49
228,1,643.96
229,6,111.97
230,1,367.4
231,7,18.1
232,1,347.5
233,1,262.54
234,6,196.51
235,7,239.21
236,6,66.63
237,1,258.92
238,1,971.09
239,1,402.97
240,7,115.27
241,1,320.1
242,6,89.36
243,7,175.04
244,1,295.02
245,6,94.46
246,1,1430.08
247,7,238.94
248,1,273.85
249,1,359.12
250,1,324.97
251,1,301.88
252,1,440.85
253,1,532.42
254,6,211.4
255,7,193.71
256,1,283.97
257,6,211.12
258,1,438.71
259,1,361.6
260,1,595.87
261,1,358.36
262,6,193.6
263,7,179.37
264,1,257.87
265,6,85.2
266,1,304.79
267,1,529.1
268,1,331.41
269,7,78.36
270,1,694.33
271,6,158.2
272,7,112.96
273,1,383.7
274,6,53.76
275,1,268.72
276,1,333.69
277,7,87.41
278,1,906.05
279,6,62.61
280,1,463.09
281,7,143.05
282,1,425.9
283,1,251.13
284,1,1233.25
285,1,342.28
286,6,189.65
287,1,398.46
288,1,796.17
289,1,2581.15
290,1,336.25
291,1,595.86
292,1,249.77
293,1,342.26
294,1,635.35
295,1,379.98
296,1,1177.46
297,1,739.46
298,1,684.23
299,1,651.99
300,1,661.54
301,7,77.99
302,6,115.91
303,1,601.49
304,1,375.5
305,1,784.18
306,1,337.58
307,7,101.09
308,6,204.87
309,1,370.77
310,7,118.88
311,1,957.48
312,1,326.52
313,1,417.2
314,6,166.45
315,6,119.7
316,7,197.73
317,6,218.45
318,1,326.66
319,7,237.88
320,1,406.23
321,1,855.23
322,6,96.19
323,1,332.32
324,7,188.35
325,6,92.92
326,1,452.81
327,7,32.2
328,6,123.47
329,1,328.35
330,1,743.21
331,1,463.48
332,1,249.59
333,1,560.29
334,7,63.37
335,6,168.56
336,1,721.77
337,7,216.5
338,6,218.71
339,1,1123.25
340,1,301.94
341,1,303.83
342,1,774.84
343,1,405.33
344,1,252.2
345,1,580.69
346,7,63.99
347,1,379.13
348,1,478.85
349,6,50.56
350,1,703.26
351,1,971.63
352,6,99.9
353,1,1407.17
354,1,778.95
355,7,82.43
356,1,903.27
357,6,201.66
358,1,580.38
359,1,335.13
360,7,26.93
361,6,30.1
362,7,192.67
363,1,1244.24
364,1,483.6
365,1,1393.6
366,6,89.69
367,1,269.35
368,1,412.45
369,7,206.32
370,1,245.74
371,1,569.61
372,1,758.88
373,6,65.48
374,7,209.99
375,1,608
376,6,196.54
377,1,618.32
378,1,998.85
379,7,160.92
380,1,948.77
381,1,476.69
382,6,93.23
383,7,143.21
384,1,354.74
385,6,185.69
386,7,213.71
387,6,232.52
388,1,408.41
389,6,213.64
390,1,1088.91
391,7,234.08
392,1,411.29
393,1,952.75
394,1,742.04
395,6,77.93
396,7,154.72
397,6,197.98
398,1,1198.9
399,1,450.89
400,7,37.93
401,6,42.76
402,7,107.25
403,6,136.81
404,7,119.23
405,1,260.1
406,6,152.84
407,1,258.19
408,1,1268.46
409,7,142.67
410,1,375.94
411,6,157.43
412,1,323.55
413,7,141.74
414,6,237.39
415,1,1114.04
416,6,141.73
417,1,1634.63
418,7,97.85
419,1,567.6
420,1,488.21
421,1,242.95
422,1,1121.04
423,6,140.01
424,1,486.54
425,1,811.22
426,1,588.21
427,7,150.37
428,1,2320.39
429,1,266.77
430,1,480.66
431,1,803.42
432,6,204.69
433,1,1255.99
434,1,656.92
435,7,184.75
436,6,239.46
437,1,325.94
438,7,99.73
439,6,103.67
440,1,386.46
441,1,441.97
442,1,1249.73
443,7,136.77
444,1,282.1
445,1,410.31
446,1,321.05
447,1,313.34
448,1,1099.14
449,1,962.58
450,6,103.2
451,7,52.52
452,1,1388.22
453,1,252.44
454,6,238.61
455,7,100.11
456,1,287.55
457,6,39.57
458,7,229.92
459,6,60.45
460,6,121.2
461,7,186.95
462,6,162.23
463,7,214.88
464,6,112.49
465,1,503.16
466,7,190.98
467,1,480.9
468,1,3907.26
469,6,167.9
470,7,129.31
471,6,113.4
472,1,788.45
473,1,1019.4
474,1,251.26
475,1,1319.71
476,7,129.02
477,1,596.37
478,1,601.2
479,1,302.98
480,6,166.87
481,1,1010.54
482,1,800.2
483,1,936.91
484,1,1977.69
485,7,221.02
486,1,1145.24
487,1,701.58
488,1,668.61
489,6,116.61
490,1,269.53
491,7,135.85
492,6,117.89
493,1,888.44
494,1,274.32
495,6,59.99
496,7,187.24
497,1,345.22
498,1,1087.31
499,1,759.62
500,1,793.14
501,1,423.33
502,1,562.61
503,6,94.24
504,1,735.62
505,7,105.88
506,6,105.52
507,1,243.13
508,7,133.46
509,1,815.05
510,1,529.22
511,1,256.59
512,6,158.35
513,1,755.05
514,1,445.93
515,1,315.74
516,1,380.63
517,1,434.94
518,1,289.15
519,7,225.56
520,1,575.4
521,6,112.2
522,1,1294.19
523,1,277.85
524,1,243.32
525,1,334.59
526,7,58.68
527,6,213.29
528,1,288.25
529,1,415.07
530,7,83.85
531,1,439.92
532,1,562.93
533,1,342.19
534,1,1356.3
535,1,1048.29
536,6,50.11
537,1,346.95
538,1,1469.3
539,1,321.78
540,7,200.12
541,1,615.88
542,1,335.11
543,1,261.08
544,1,525.67
545,1,295.32
546,1,388.8
547,1,298.33
548,1,490.06
549,6,158.07
550,1,362.94
551,1,359.58
552,6,153.24
553,1,520.53
554,7,190.85
555,6,141.41
556,1,416.42
557,7,153.43
558,6,17.5
559,1,938.83
560,1,366.47
561,1,655.69
562,1,449.08
563,1,780.32
564,7,162.3
565,6,165.66
566,1,482.25
567,1,856.67
568,1,767.76
569,1,460.21
570,7,55.58
571,6,127.5
572,1,464.7
573,1,537.86
574,1,328.69
575,1,813.14
576,7,141.29
577,6,191.48
578,1,326.62
579,1,437.39
580,1,848.75
581,1,252.28
582,7,177
583,6,191.2
584,7,208.09
585,1,478.57
586,1,608.57
587,1,628.26
588,6,122.51
589,7,149.5
590,1,271.35
591,1,1823.84
592,6,65.49
593,1,459.13
594,6,238.99
595,1,247.33
596,1,400.24
597,7,76.35
598,6,127.63
599,7,218.77
600,1,1866.06
601,1,424.94
602,1,326.23
603,6,48.48
604,1,492.74
605,1,786.27
606,1,298.46
607,7,179.39
608,6,16.8
609,7,168.36
610,6,200.61
611,1,296.45
612,7,106.48
613,1,265.89
614,1,302.21
615,1,880.04
616,6,107.09
617,1,551.26
618,1,445.26
619,1,450.72
620,1,442.92
621,7,216.95
622,1,548.87
623,6,200.72
624,1,481.15
625,1,448.38
626,1,984.63
627,1,496.82
628,1,528.65
629,7,65.16
630,1,912.59
631,1,448
632,1,303.48
633,1,306.53
634,6,182.83
635,1,359.62
636,1,674.18
637,1,476.79
638,1,288.4
639,6,141.67
640,7,138.47
641,1,428.23
642,1,743.65
643,6,238.15
644,1,282.62
645,7,173.13
646,1,1103.38
647,6,153.53
648,1,869.28
649,1,1264.48
650,1,291.79
651,1,476.6
652,1,273.41
653,7,147.8
654,1,452.03
655,6,69.37
656,1,990.65
657,1,875.37
658,7,154.75
659,1,381.03
660,6,227.56
661,1,295.8
662,7,234.09
663,1,516.85
664,6,126.18
665,7,188.24
666,6,187.73
667,1,328.41
668,7,113.85
669,6,18
670,1,435.41
671,1,522.65
672,1,372.88
673,1,398.52
674,7,82.49
675,6,144.92
676,1,328.28
677,6,180.16
678,1,564.13
679,1,452.72
680,1,2087.77
681,7,58.89
682,1,360.66
683,1,562.2
684,1,569.25
685,1,562.7
686,1,879.75
687,1,523.32
688,6,149.12
689,7,210.05
690,1,459.97
691,1,269.94
692,1,876.51
693,1,388.48
694,6,103.53
695,1,305.06
696,7,161.25
697,1,552.7
698,1,580.84
699,1,251.52
700,1,374.33
701,6,148.39
702,1,508.51
703,7,168.77
704,1,1097.51
705,1,267.88
706,1,1841.98
707,6,35.45
708,7,178.36
709,6,138.99
710,1,510.99
711,1,809.62
712,1,316.96
713,1,896.26
714,1,1221.87
715,1,970.12
716,1,416.01
717,1,1036.03
718,1,818.96
719,7,185.18
720,1,1107.91
721,6,121.55
722,1,644.53
723,1,540.51
724,1,347.36
725,7,184.67
726,1,808.32
727,6,233.68
728,6,102.74
729,7,162.01
730,6,146.02
731,1,276.49
732,7,176.16
733,6,96.98
734,7,200.55
735,1,257.57
736,6,88.79
737,1,905.76
738,1,288.58
739,1,445.29
740,1,583.29
741,1,1442.23
742,7,149.09
743,1,283.85
744,1,572.29
745,6,225.48
746,7,205.15
747,1,944.85
748,1,383.18
749,1,291.76
750,6,122.47
751,7,134.89
752,1,1230.91
753,1,452.87
754,6,126.18
755,7,128.5
756,6,138.07
757,1,476.77
758,1,300.51
759,1,494.98
760,7,38.59
761,1,386.28
762,1,497.94
763,1,355.49
764,6,228.1
765,6,139.81
766,1,1035.76
767,1,410.38
768,1,246.09
769,1,603.63
770,1,313.86
771,1,294.61
772,1,265.76
773,7,94.27
774,1,2161.77
775,1,485.88
776,6,177.59
777,1,532.31
778,7,114.88
779,1,436.45
780,6,177.24
781,1,418.71
782,7,131.69
783,1,608.37
784,6,132.07
785,1,273.31
786,7,233.98
787,1,440.34
788,6,126.02
789,7,198.37
790,6,117.14
791,7,66.56
792,6,215.74
793,1,295.91
794,1,290.97
795,7,145.97
796,6,57.96
797,1,743.8
798,6,162.62
799,1,431.7
800,1,863.88
801,1,626.49
802,1,586.49
803,7,167.83
804,6,167.66
805,1,352.6
806,1,1861.47
807,1,461.37
808,1,780.63
809,1,943.41
810,1,271.26
811,1,384.74
812,7,202.22
813,1,589.66
814,1,508.8
815,1,286.29
816,1,1187.8
817,1,2416.04
818,1,257.27
819,1,408.41
820,1,335.54
821,6,56.04
822,1,293.68
823,7,112.01
824,6,86.04
825,1,871.2
826,7,183.38
827,1,1152.82
828,6,210.7
829,7,148.41
830,1,269.12
831,6,222.5
832,1,413.22
833,1,296.32
834,1,289.26
835,7,158.48
836,1,713.68
837,6,193.8
838,1,826.36
839,1,440.29
840,7,146.27
841,6,167.31
842,7,2.8
843,6,69.96
844,1,377.48
845,6,112.57
846,1,657.87
847,1,368.28
848,7,99.83
849,1,386.63
850,6,74.05
851,1,499.44
852,1,380
853,1,494.16
854,1,832.92
855,1,623.96
856,1,468.02
857,7,133.06
858,1,462.06
859,6,153.97
860,1,551.8
861,7,198.94
862,1,441.32
863,1,418.86
864,1,1184.58
865,6,77.44
866,1,584.67
867,1,248.25
868,1,331.05
869,1,776.93
870,7,107.08
871,1,564.88
872,1,1873.81
873,6,155.5
874,1,926.32
875,1,723.36
876,7,163.38
877,1,345.33
878,1,278.47
879,1,314.65
880,1,475.09
881,1,397.04
882,1,314.8
883,1,910.94
884,6,240.27
885,7,70.62
886,6,170.85
887,1,308.29
888,1,856.4
889,7,149.03
890,6,132.15
891,1,559.67
892,1,355.13
893,6,230.05
894,7,33.23
895,1,709.53
896,1,595.8
897,1,287.9
898,1,393.35
899,1,1020.89
900,6,93.18
901,1,577.69
902,1,427.59
903,1,712.91
904,1,342.47
905,7,65.96
906,1,1050
907,1,704.6
908,6,65.14
909,1,888.34
910,7,72.31
911,6,109.54
912,1,768.92
913,1,1026.52
914,1,887.83
915,7,102.13
916,1,512.66
917,6,160.08
918,1,315.5
919,1,685.4
920,7,230.27
921,6,71.35
922,1,320.53
923,1,330.37
924,1,500.13
925,7,223.28
926,1,581.06
927,1,440.78
928,1,523.44
929,6,232.39
930,1,870.11
931,1,371.97
932,1,618.24
933,7,167.87
934,1,659.47
935,1,436.54
936,1,738.52
937,6,31.37
938,1,403.76
939,7,63.81
940,1,274.75
941,1,424.86
942,1,437.94
943,1,1057.49
944,1,542.29
945,6,185.47
946,1,480.62
947,1,360.42
948,1,723.1
949,1,813.69
950,1,688.12
951,6,51.15
952,7,96.86
953,6,49.73
954,7,149.95
955,1,707.43
956,1,340.31
957,6,235.36
958,7,131.27
959,6,83.03
960,7,136.86
961,1,393.1
962,6,149.93
963,1,365.97
964,1,922.23
965,1,263.14
966,1,294.68
967,7,80.92
968,6,97.04
969,1,487.8
970,1,519.01
971,7,157.59
972,1,766.06
973,6,135.99
974,1,1539.23
975,1,977.96
976,1,609.07
977,1,246.72
978,1,322.27
979,1,515.14
980,7,154.26
981,1,458.9
982,6,230.6
983,1,249.58
984,6,194.73
985,1,1006.57
986,7,202.93
987,1,945.7
988,6,159.95
989,1,651.65
990,7,92.86
991,1,683.99
992,6,218.64
993,7,68.77
994,1,676.19
995,1,419.04
996,1,1454.79
997,6,184.04
998,7,222.68
999,1,797.06
1000,6,237.86
1001,1,393.02
1002,7,80.4
1003,1,576.86
1004,6,28.26
1005,1,310.42
1006,7,231.38
1007,1,693.93
1008,6,111.77
1009,1,537.93
1010,1,256.68
1011,1,529.13
1012,1,249.46
1013,1,1048.96
1014,1,366.3
1015,7,83.24
1016,1,299.89
1017,6,152.85
1018,7,201.3
1019,6,214.95
1020,1,419.84
1021,1,1166.56
1022,1,1873.26
1023,6,121.5
1024,1,590.91
1025,1,275.13
1026,7,156.47
1027,6,190.85
1028,1,268.2
1029,1,631.12
1030,7,84.92
1031,6,174.47
1032,1,1142.21
1033,1,841.88
1034,1,517.28
1035,1,1451.39
1036,1,395.19
1037,7,213.12
1038,1,1098.64
1039,1,394.75
1040,1,361
1041,6,231.6
1042,1,334.3
1043,7,119.81
1044,6,107.62
1045,1,985.7
1046,1,351.15
1047,1,597.92
1048,1,251.89
1049,7,107.63
1050,6,65.51
1051,7,228.75
1052,1,670.9
1053,6,163.49
1054,7,222.37
1055,1,328.07
1056,1,354.06
1057,6,149.58
1058,1,244.27
1059,6,166.2
1060,1,1534.08
1061,7,237.11
1062,6,164.9
1063,7,235.91
1064,1,587.13
1065,1,1211.19
1066,6,88.08
1067,1,702.9
1068,1,1381.18
1069,1,263.49
1070,1,794.99
1071,1,2064.09
1072,7,83.46
1073,1,515.03
1074,6,112.49
1075,7,146.89
1076,6,234.44
1077,1,494.07
1078,7,187.09
1079,1,319.13
1080,1,426.8
1081,1,470.94
1082,1,813.33
1083,1,305.79
1084,1,609.8
1085,1,471.8
1086,1,570.16
1087,1,889.97
1088,6,202.64
1089,1,518.06
1090,7,199.57
1091,1,359.46
1092,1,746.23
1093,6,220.81
1094,1,977.66
1095,1,380.59
1096,1,412.53
1097,1,666.04
1098,7,91.37
1099,1,700.18
1100,6,146.79
1101,6,202.95
1102,1,984.19
1103,1,674.86
1104,1,673.66
1105,1,347.6
1106,7,99.43
1107,1,707.35
1108,6,75.78
1109,1,1128.71
1110,1,686.37
1111,7,183.51
1112,6,63.1
1113,7,231.93
1114,1,590.79
1115,1,365.55
1116,1,571.06
1117,1,867.22
1118,1,259.6
1119,1,1433.36
1120,1,1152.72
1121,6,141.9
1122,1,372.38
1123,1,539.52
1124,1,452.62
1125,1,1738.3
1126,1,722.67
1127,7,158.36
1128,6,155.28
1129,7,199.31
1130,1,1604.96
1131,1,344.44
1132,1,835.01
1133,1,924.52
1134,6,197.92
1135,1,244
1136,1,463.59
1137,1,754.26
1138,1,289.86
1139,1,605.34
1140,1,495.8
1141,1,609.6
1142,7,166.39
1143,1,432.96
1144,1,339.25
1145,1,392.3
1146,1,687.87
1147,1,980.85
1148,1,861.39
1149,6,187.86
1150,1,665.13
1151,1,507.36
1152,1,430.12
1153,7,162.64
1154,6,139.63
1155,1,1276.12
1156,7,105.19
1157,1,723.42
1158,1,297.44
1159,1,285.02
1160,1,255.6
1161,6,113.02
1162,6,160.51
1163,1,1560.64
1164,1,400.65
1165,1,598.7
1166,7,182.71
1167,1,714.8
1168,6,138.68
1169,1,397.58
1170,7,221.38
1171,6,51.64
1172,1,517.87
1173,7,226.57
1174,1,603.6
1175,1,851.09
1176,1,909.38
1177,1,1074.3
1178,6,76.05
1179,7,144.51
1180,1,257.44
1181,6,230.85
1182,1,331.31
1183,1,259.49
1184,1,282.52
1185,1,301.32
1186,1,1976.72
1187,1,441.83
1188,1,813.72
1189,1,540.15
1190,7,114.27
1191,6,89.74
1192,7,220.26
1193,1,340.59
1194,1,786.23
1195,1,577.8
1196,1,447.31
1197,6,187.24
1198,1,659.67
1199,1,261.53
1200,1,548.95
1201,7,27.27
1202,1,492.82
1203,1,258.86
1204,6,89.03
1205,6,238.29
1206,7,159.55
1207,1,741.89
1208,1,377.62
1209,1,579.04
1210,6,75.71
1211,7,166.83
1212,1,1823.53
1213,1,243.64
1214,6,66.49
1215,1,1927.57
1216,1,463.45
1217,1,290.44
1218,1,373.66
1219,1,318.77
1220,7,165.33
1221,1,273.59
1222,6,46.63
1223,7,165.66
1224,6,61.92
1225,1,258.15
1226,7,207.6
1227,1,469.21
1228,6,205.93
1229,1,426.54
1230,1,980.47
1231,1,405.08
1232,1,323.88
1233,1,395.58
1234,1,830.91
1235,7,153.1
1236,1,1507.17
1237,1,374.31
1238,6,85.96
1239,1,453.2
1240,1,895.03
1241,1,359.92
1242,1,1113.96
1243,1,251.69
1244,7,186.33
1245,6,121.28
1246,1,845.04
1247,1,360.86
1248,7,55.28
1249,6,131.26
1250,1,529.56
1251,1,613.53
1252,6,240.33
1253,7,153.72
1254,6,83.39
1255,7,209.59
1256,6,176.84
1257,1,483.46
1258,7,178.8
1259,1,740.98
1260,1,269.02
1261,1,421.69
1262,1,276.49
1263,6,155.1
1264,1,564.46
1265,7,102.93
1266,6,98.9
1267,7,24.55
1268,1,1125.32
1269,1,307.13
1270,1,256.34
1271,6,188.31
1272,1,930.8
1273,7,143.75
1274,6,118.35
1275,7,77.35
1276,6,171.96
1277,1,344.21
1278,6,218.14
1279,1,746.25
1280,1,574.53
1281,1,325.47
1282,1,448.17
1283,1,438.09
1284,1,499.21
1285,1,1141.83
1286,1,500.43
1287,1,791.86
1288,1,307.76
1289,1,833.44
1290,1,242.74
1291,1,703.08
1292,7,232.4
1293,1,1640.63
1294,6,88.79
1295,1,261.01
1296,1,345.3
1297,1,449.68
1298,1,1356.31
1299,1,522.85
1300,1,825.71
1301,7,68.76
1302,1,1129.52
1303,1,276.13
1304,6,85.94
1305,1,850.85
1306,7,219.29
1307,1,799.52
1308,6,148.32
1309,1,1769.04
1310,1,490.7
1311,1,777.69
1312,1,783.63
1313,1,495.37
1314,1,747.84
1315,1,333.02
1316,1,452.55
1317,1,450.08
1318,1,762.78
1319,1,244.61
1320,1,877.26
1321,7,154.88
1322,6,83.69
1323,1,316.54
1324,7,232.94
1325,6,62.38
1326,7,53.15
1327,1,1381.71
1328,1,382.13
1329,1,772.72
1330,1,360.84
1331,1,260.99
1332,6,219.12
1333,1,265.37
1334,1,360.42
1335,1,410.93
1336,1,4035.58
1337,1,444.09
1338,7,166.63
1339,1,767.11
1340,1,415.54
1341,6,234.4
1342,7,54.81
1343,6,193.09
1344,1,831.67
1345,1,304.43
1346,1,461.45
1347,6,106.31
1348,1,365.16
1349,7,65.48
1350,1,1912.88
1351,1,322.83
1352,6,232.46
1353,7,146.43
1354,6,69.33
1355,1,800.05
1356,1,348.87
1357,1,489.78
1358,1,691.64
1359,7,190.73
1360,1,356.42
1361,1,735.83
1362,6,174.14
1363,1,496.85
1364,1,997.46
1365,1,877.3
1366,1,689.53
1367,1,787.64
1368,7,57.27
1369,6,152.7
1370,7,114.97
1371,1,749.72
1372,6,110.87
1373,1,267.24
1374,7,101.28
1375,6,100.48
1376,1,1172.71
1377,1,462.76
1378,1,249.5
1379,7,176.27
1380,1,1169.92
1381,1,377.86
1382,1,271.87
1383,1,500.39
1384,6,184.04
1385,6,23.99
1386,7,219.29
1387,1,1247.4
1388,1,367.61
1389,6,113.27
1390,1,801.75
1391,1,684.66
1392,1,758.42
1393,7,166.56
1394,1,247.23
1395,1,753.25
1396,6,182.11
1397,7,133.09
1398,6,97.11
1399,1,443.06
1400,1,394.58
1401,1,439.85
1402,7,75.42
1403,1,246.11
1404,1,910.3
1405,1,1315.01
1406,6,160.12
1407,1,912.2
1408,7,72.77
1409,6,237.42
1410,7,87.41
1411,6,148.7
1412,1,289.84
1413,1,613.34
1414,1,289.89
1415,1,273.93
1416,1,1522.37
1417,1,260.33
1418,1,451.65
1419,7,133.56
1420,6,92.85
1421,1,816.35
1422,7,38.64
1423,1,734.01
1424,1,403.75
1425,6,21.96
1426,6,232.18
1427,1,408.97
1428,7,204.22
1429,6,173.18
1430,7,87.76
1431,6,89.32
1432,7,214.51
1433,1,429.59
1434,1,361.87
1435,1,319.37
1436,6,233.2
1437,7,20.52
1438,6,233.33
1439,7,125.77
1440,1,1027.71
1441,6,174.95
1442,7,85.7
1443,1,271.21
1444,6,124.5
1445,7,173.25
1446,6,140.65
1447,1,1279.89
1448,6,126.2
1449,1,687.62
1450,1,450.05
1451,7,202.22
1452,1,1119.43
1453,6,98.46
1454,1,910.83
1455,7,236.94
1456,6,38.28
1457,7,19.3
1458,6,223.75
1459,7,229.51
1460,1,826.45
1461,6,171.14
1462,1,853.01
1463,1,1225.73
1464,1,663.88
1465,7,177.33
1466,6,97.89
1467,7,200.82
1468,6,193.26
1469,1,273.95
1470,7,209.82
1471,1,251.01
1472,1,346.22
1473,1,393.15
1474,6,153.7
1475,1,473.59
1476,7,173.4
1477,6,145.48
1478,1,434.88
1479,1,1801.34
1480,1,267.68
1481,1,881.62
1482,6,28.81
1483,1,359.5
1484,7,229.98
1485,6,82.59
1486,1,876.37
1487,7,97.96
1488,1,449.67
1489,1,244
1490,1,768.87
1491,1,1513.56
1492,1,343.55
1493,1,1930.14
1494,1,598.02
1495,1,331.36
1496,1,447.18
1497,1,504.88
1498,1,875.89
1499,6,38.47
1500,1,681.88
1501,7,96.72
1502,1,406.72
1503,6,79.69
1504,1,1293.8
1505,1,638.49
1506,7,151.79
1507,1,651.02
1508,1,857.83
1509,1,873.64
1510,1,387.26
1511,6,152.08
1512,7,64.38
1513,1,304.24
1514,6,219.65
1515,1,1262.84
1516,1,309.96
1517,7,237.12
1518,6,53.62
1519,1,338.18
1520,7,105.25
1521,6,121.71
1522,1,335.19
1523,6,224.4
1524,7,100.43
1525,1,477.41
1526,1,668.45
1527,1,859.9
1528,1,616.63
1529,1,481.59
1530,1,351.74
1531,6,132.57
1532,1,296.07
1533,1,351.53
1534,1,294.66
1535,7,237.69
1536,1,1138.65
1537,1,268.59
1538,1,521.82
1539,1,437.61
1540,1,591.94
1541,6,105.51
1542,1,950.82
1543,7,161.37
1544,6,93.67
1545,7,236.81
1546,1,485.72
1547,1,339.58
1548,1,257.6
1549,1,1218.6
1550,1,1339.63
1551,1,269.53
1552,6,38.43
1553,1,445.81
1554,1,386.49
1555,1,418.78
1556,7,230.33
1557,1,481.31
1558,1,1224.16
1559,6,105.73
1560,7,106.42
1561,1,375.99
1562,1,470.61
1563,1,259.76
1564,6,218.3
1565,1,557.12
1566,1,527.32
1567,1,542.89
1568,1,369.31
1569,7,168.29
1570,1,635.23
1571,1,579.92
1572,1,395.22
1573,6,234.49
1574,1,429.1
1575,1,572.81
1576,1,799.7
1577,6,69.14
1578,7,131.06
1579,1,485.39
1580,1,312.88
1581,1,241.54
1582,6,134.51
1583,1,853.76
1584,7,124.22
1585,1,360.37
1586,6,89.59
1587,1,277.9
1588,7,78.72
1589,1,280.62
1590,6,127.95
1591,1,649.32
1592,1,378.15
1593,1,1117.01
1594,7,94.89
1595,1,302.99
1596,1,448.92
1597,1,763.41
1598,1,270.12
1599,6,58.06
1600,1,681.06
1601,1,591.12
1602,1,806.96
1603,1,1792.68
1604,1,304.18
1605,1,494.76
1606,1,1379.14
1607,1,504.36
1608,1,424.94
1609,7,226.08
1610,6,174.51
1611,1,305.38
1612,1,327.59
1613,7,177.93
1614,1,921.03
1615,6,41.55
1616,1,417.1
1617,7,128.26
1618,6,104.35
1619,1,741.08
1620,7,120.97
1621,6,95.38
1622,1,732.54
1623,6,203.29
1624,1,613.75
1625,1,378.37
1626,7,67.51
1627,1,753.21
1628,1,443.41
1629,1,1128.82
1630,1,679.1
1631,6,80.47
1632,1,732.14
1633,1,961.48
1634,7,218.29
1635,1,878.46
1636,6,233.69
1637,1,494.51
1638,1,453.56
1639,7,218.08
1640,1,284.92
1641,1,749.89
1642,6,163.49
1643,1,655.06
1644,1,313.94
1645,1,245.62
1646,7,146.56
1647,1,618.58
1648,6,164.47
1649,7,129.6
1650,1,370.18
1651,6,224.9
1652,7,171.91
